As At,Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region,Statistical Area 2,Number of offences
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,East Arnhem,1
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,1
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Howard Springs,2
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,1
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Petermann - Simpson,2
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,2
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,5
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,3
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Virginia,2
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,6
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2011,12,House break-ins,House break-ins actual,-,-,Palmerston,,20
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,Alice Springs,,2
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,Darwin,,17
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,Katherine,,1
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,NT Balance,Howard Springs,1
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,NT Balance,Humpty Doo,1
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,NT Balance,Thamarrurr,1
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,NT Balance,Weddell,1
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,NT Balance,West Arnhem,1
3/01/2024,2011,12,House break-ins,House break-ins attempted,-,-,Palmerston,,3
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,9
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,38
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,,7
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Nhulunbuy,,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Daly,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,East Arnhem,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Gulf,3
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Thamarrurr,2
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Tiwi Islands,2
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Weddell,5
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,West Arnhem,5
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Palmerston,,15
3/01/2024,2011,12,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Tennant Creek,,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Alice Springs,,11
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Darwin,,86
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Katherine,,4
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Elsey,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Gulf,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Howard Springs,2
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,Virginia,1
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,NT Balance,West Arnhem,2
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Palmerston,,30
3/01/2024,2011,12,Motor vehicle theft and related offences,Theft of motor vehicle parts or contents,-,-,Tennant Creek,,10
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Alice Springs,,1
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Darwin,,1
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Katherine,,1
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Alligator,1
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Petermann - Simpson,1
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Thamarrurr,2
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2011,12,Other dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,-,-,Palmerston,,2
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,Alice Springs,,165
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,Darwin,,249
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,Katherine,,42
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,Nhulunbuy,,9
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Alligator,6
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Anindilyakwa,1
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Barkly,1
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,East Arnhem,15
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Elsey,2
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Gulf,13
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Howard Springs,4
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Humpty Doo,7
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Petermann - Simpson,8
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Sandover - Plenty,3
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Tanami,3
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Thamarrurr,12
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Tiwi Islands,3
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Victoria River,3
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Virginia,1
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Weddell,2
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,West Arnhem,12
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,NT Balance,Yuendumu - Anmatjere,8
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,Palmerston,,78
3/01/2024,2011,12,Property Damage Offences,Property damage offences,-,-,Tennant Creek,,38
3/01/2024,2011,12,Robbery - extortion and related offences,Robbery,-,-,Alice Springs,,2
3/01/2024,2011,12,Robbery - extortion and related offences,Robbery,-,-,Darwin,,4
3/01/2024,2011,12,Robbery - extortion and related offences,Robbery,-,-,Nhulunbuy,,1
3/01/2024,2011,12,Robbery - extortion and related offences,Robbery,-,-,Palmerston,,1
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,Alice Springs,,4
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,Darwin,,8
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,Katherine,,1
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Alligator,1
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tanami,3
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,NT Balance,West Arnhem,1
3/01/2024,2011,12,Sexual assault and related offences,Sexual assault,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2011,12,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Darwin,,1
3/01/2024,2011,12,Sexual assault and related offences,Non-assaultive sexual offences,-,-,Katherine,,1
3/01/2024,2011,12,Sexual assault and related offences,Non-assaultive sexual offences,-,-,NT Balance,West Arnhem,1
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Alice Springs,,100
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Darwin,,307
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Katherine,,38
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Nhulunbuy,,8
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Alligator,9
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Anindilyakwa,4
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Barkly,4
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,East Arnhem,6
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Elsey,4
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Gulf,11
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Howard Springs,12
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Humpty Doo,7
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Petermann - Simpson,6
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Sandover - Plenty,2
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tanami,1
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Thamarrurr,4
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Tiwi Islands,4
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Victoria River,4
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Virginia,8
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Weddell,2
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,West Arnhem,8
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Palmerston,,113
3/01/2024,2011,12,Theft and related offences (other than MV),Theft and related offences (other than MV),-,-,Tennant Creek,,7
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Gulf,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Howard Springs,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Alice Springs,,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Katherine,,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,Nhulunbuy,,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Victoria River,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Harassment and private nuisance,-,-,NT Balance,Weddell,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Alice Springs,,2
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Darwin,,6
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Katherine,,4
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Anindilyakwa,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Gulf,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Humpty Doo,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tanami,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,Abduction - harassment and other offences against the person,Threatening behaviour,-,-,Palmerston,,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,Alice Springs,,36
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,Darwin,,56
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,Katherine,,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,Nhulunbuy,,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Alligator,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,East Arnhem,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Elsey,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Gulf,6
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Howard Springs,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Humpty Doo,3
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Sandover - Plenty,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Tanami,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Thamarrurr,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Victoria River,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Virginia,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Weddell,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,West Arnhem,3
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,Palmerston,,7
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,No,Tennant Creek,,5
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,Alice Springs,,25
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,Darwin,,14
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,Katherine,,9
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Anindilyakwa,5
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,East Arnhem,7
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Elsey,4
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Gulf,12
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Humpty Doo,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Petermann - Simpson,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Sandover - Plenty,4
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tanami,5
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Thamarrurr,11
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Tiwi Islands,6
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Victoria River,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Virginia,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,West Arnhem,10
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,NT Balance,Yuendumu - Anmatjere,3
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,Palmerston,,9
3/01/2024,2012,1,Acts intended to cause Injury,Assault,No,Yes,Tennant Creek,,7
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,Alice Springs,,40
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,Darwin,,37
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,Katherine,,14
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,Nhulunbuy,,5
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Barkly,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Daly,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,East Arnhem,4
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Elsey,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Gulf,3
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Howard Springs,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Petermann - Simpson,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Sandover - Plenty,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Tanami,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Thamarrurr,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,NT Balance,Victoria River,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,Palmerston,,10
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,No,Tennant Creek,,11
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,Alice Springs,,70
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,Darwin,,34
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,Katherine,,45
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Alligator,6
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Barkly,4
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Daly,6
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Elsey,6
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Gulf,5
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Howard Springs,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Petermann - Simpson,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Sandover - Plenty,4
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tanami,5
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Thamarrurr,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Tiwi Islands,2
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Victoria River,10
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,West Arnhem,3
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,Palmerston,,10
3/01/2024,2012,1,Acts intended to cause Injury,Assault,Yes,Yes,Tennant Creek,,37
3/01/2024,2012,1,Acts intended to cause Injury,Other acts intended to cause injury,-,-,Palmerston,,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,Alice Springs,,41
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,Darwin,,36
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,Katherine,,11
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,Nhulunbuy,,7
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Anindilyakwa,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Barkly,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Daly,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,East Arnhem,6
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Elsey,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Gulf,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Howard Springs,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Sandover - Plenty,5
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tanami,9
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Thamarrurr,7
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Tiwi Islands,6
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Victoria River,3
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Virginia,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,West Arnhem,14
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,Palmerston,,12
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins actual,-,-,Tennant Creek,,15
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,Alice Springs,,6
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,Darwin,,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,Katherine,,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,Nhulunbuy,,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Gulf,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Sandover - Plenty,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Tanami,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,Victoria River,2
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,NT Balance,West Arnhem,1
3/01/2024,2012,1,Commercial break-ins,Commercial break-ins attempted,-,-,Palmerston,,1
3/01/2024,2012,1,Homicide and related Offences,Murder,-,-,Darwin,,1
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,Alice Springs,,44
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,Darwin,,66
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,Katherine,,12
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,Nhulunbuy,,3
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Alligator,2
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Anindilyakwa,5
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Barkly,1
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Daly,3
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Elsey,1
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Gulf,3
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Humpty Doo,2
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Tanami,4
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Thamarrurr,5
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Tiwi Islands,1
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Victoria River,1
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Weddell,1
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,West Arnhem,24
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,NT Balance,Yuendumu - Anmatjere,1
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,Palmerston,,26
3/01/2024,2012,1,House break-ins,House break-ins actual,-,-,Tennant Creek,,10
3/01/2024,2012,1,House break-ins,House break-ins attempted,-,-,Alice Springs,,7
3/01/2024,2012,1,House break-ins,House break-ins attempted,-,-,Darwin,,9
3/01/2024,2012,1,House break-ins,House break-ins attempted,-,-,NT Balance,East Arnhem,1
3/01/2024,2012,1,House break-ins,House break-ins attempted,-,-,NT Balance,Howard Springs,1
3/01/2024,2012,1,House break-ins,House break-ins attempted,-,-,NT Balance,West Arnhem,1
3/01/2024,2012,1,House break-ins,House break-ins attempted,-,-,Palmerston,,4
3/01/2024,2012,1,House break-ins,House break-ins attempted,-,-,Tennant Creek,,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Alice Springs,,16
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Darwin,,33
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,Katherine,,9
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Alligator,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Anindilyakwa,3
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,East Arnhem,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Gulf,1
3/01/2024,2012,1,Motor vehicle theft and related offences,Illegal use of a motor vehicle,-,-,NT Balance,Howard Springs,2
